datetime,pm25
20160808-17:00,10
20160808-18:00,10
20160808-19:00,10
20160808-20:00,11
20160808-21:00,12
20160808-22:00,12
20160808-23:00,13
20160809-0:00,13
20160809-1:00,13
20160809-2:00,16
20160809-3:00,18
20160809-4:00,18
20160809-5:00,18
20160809-6:00,18
20160809-7:00,19
20160809-8:00,17
20160809-9:00,15
20160809-10:00,14
20160809-11:00,13
20160809-12:00,14
20160809-13:00,15
20160809-14:00,15
20160809-15:00,13
20160809-16:00,13
20160809-17:00,12
20160809-18:00,14
20160809-19:00,14
20160809-20:00,13
20160809-21:00,14
20160809-22:00,16
20160809-23:00,17
20160810-0:00,20
20160810-1:00,24
20160810-2:00,27
20160810-3:00,33
20160810-4:00,40
20160810-5:00,43
20160810-6:00,60
20160810-7:00,47
20160810-8:00,44
20160810-9:00,49
20160810-10:00,49
20160810-11:00,39
20160810-12:00,39
20160810-13:00,45
20160810-14:00,49
20160810-15:00,46
20160810-16:00,46
20160810-17:00,49
20160810-18:00,52
20160810-19:00,56
20160810-20:00,59
20160810-21:00,62
20160810-22:00,63
20160810-23:00,59
20160811-0:00,47
20160811-1:00,39
20160811-2:00,44
20160811-3:00,49
20160811-4:00,41
20160811-5:00,31
20160811-6:00,24
20160811-7:00,21
20160811-8:00,19
20160811-9:00,22
20160811-10:00,26
20160811-11:00,40
20160811-12:00,47
20160811-13:00,42
20160811-14:00,44
20160811-15:00,50
20160811-16:00,57
20160811-17:00,60
20160811-18:00,63
20160811-19:00,63
20160811-20:00,60
20160811-21:00,53
20160811-22:00,45
20160811-23:00,43
20160812-0:00,50
20160812-1:00,50
20160812-2:00,38
20160812-3:00,35
20160812-4:00,50
20160812-5:00,53
20160812-6:00,44
20160812-7:00,39
20160812-8:00,40
20160812-9:00,42
20160812-10:00,45
20160812-11:00,51
20160812-12:00,51
20160812-13:00,52
20160812-14:00,60
20160812-15:00,73
20160812-16:00,91
20160812-17:00,91
20160812-18:00,88
20160812-19:00,79
20160812-20:00,80
20160812-21:00,81
20160812-22:00,81
20160812-23:00,76
20160813-0:00,74
20160813-1:00,76
20160813-2:00,41
20160813-3:00,24
20160813-4:00,26
20160813-5:00,29
20160813-6:00,29
20160813-7:00,27
20160813-8:00,26
20160813-9:00,29
20160813-10:00,34
20160813-11:00,41
20160813-12:00,43
20160813-13:00,33
20160813-14:00,26
20160813-15:00,19
20160813-16:00,21
20160813-17:00,23
20160813-18:00,14
20160813-19:00,10
20160813-20:00,10
20160813-21:00,13
20160813-22:00,17
20160813-23:00,18
20160814-0:00,18
20160814-1:00,20
20160814-2:00,23
20160814-3:00,22
20160814-4:00,19
20160814-5:00,16
20160814-6:00,15
20160814-7:00,17
20160814-8:00,12
20160814-9:00,11
20160814-10:00,9
20160814-11:00,7
20160814-12:00,5
20160814-13:00,4
20160814-14:00,4
20160814-15:00,4
20160814-16:00,4
20160814-17:00,4
20160814-18:00,4
20160814-19:00,4
20160814-20:00,5
20160814-21:00,7
20160814-22:00,14
20160814-23:00,12
20160815-0:00,14
20160815-1:00,19
20160815-2:00,18
20160815-3:00,26
20160815-4:00,26
20160815-5:00,11
20160815-6:00,21
20160815-7:00,30
20160815-8:00,16
20160815-9:00,8
20160815-10:00,8
20160815-11:00,10
20160815-12:00,8
20160815-13:00,6
20160815-14:00,5
20160815-15:00,5
20160815-16:00,5
20160815-17:00,5
20160815-18:00,6
20160815-19:00,6
20160815-20:00,8
20160815-21:00,8
20160815-22:00,9
20160815-23:00,18
20160816-0:00,26
20160816-1:00,13
20160816-2:00,9
20160816-3:00,11
20160816-4:00,19
20160816-5:00,52
20160816-6:00,49
20160816-7:00,33
20160816-8:00,17
20160816-9:00,8
20160816-10:00,4
20160816-11:00,5
20160816-12:00,4
20160816-13:00,5
20160816-14:00,4
20160816-15:00,5
20160816-16:00,5
20160816-17:00,5
20160816-18:00,6
20160816-19:00,6
20160816-20:00,6
20160816-21:00,8
20160816-22:00,10
20160816-23:00,13
20160817-0:00,9
20160817-1:00,6
20160817-2:00,12
20160817-3:00,10
20160817-4:00,9
20160817-5:00,13
20160817-6:00,15
20160817-7:00,30
20160817-8:00,18
20160817-9:00,15
20160817-10:00,12
20160817-11:00,12
20160817-12:00,10
20160817-13:00,9
20160817-14:00,11
20160817-15:00,10
20160817-16:00,7
20160817-17:00,9
20160817-18:00,10
20160817-19:00,11
20160817-20:00,12
20160817-21:00,12
20160817-22:00,15
20160817-23:00,17
20160818-0:00,18
20160818-1:00,18
20160818-2:00,24
20160818-3:00,26
20160818-4:00,24
20160818-5:00,19
20160818-6:00,19
20160818-7:00,17
20160818-8:00,15
20160818-9:00,17
20160818-10:00,15
20160818-11:00,10
20160818-12:00,11
20160818-13:00,11
20160818-14:00,11
20160818-15:00,13
20160818-16:00,15
20160818-17:00,22
20160818-18:00,37
20160818-19:00,35
20160818-20:00,32
20160818-21:00,21
20160818-22:00,20
20160818-23:00,18
20160819-0:00,18
20160819-1:00,16
20160819-2:00,15
20160819-3:00,20
20160819-4:00,13
20160819-5:00,8
20160819-6:00,8
20160819-7:00,6
20160819-8:00,5
20160819-9:00,5
20160819-10:00,4
20160819-11:00,4
20160819-12:00,6
20160819-13:00,13
20160819-14:00,11
20160819-15:00,7
20160819-16:00,7
20160819-17:00,8
20160819-18:00,9
20160819-19:00,10
20160819-20:00,12
20160819-21:00,15
20160819-22:00,15
20160819-23:00,38
20160820-0:00,41
20160820-1:00,35
20160820-2:00,36
20160820-3:00,23
20160820-4:00,25
20160820-5:00,20
20160820-6:00,31
20160820-7:00,25
20160820-8:00,19
20160820-9:00,18
20160820-10:00,14
20160820-11:00,9
20160820-12:00,8
20160820-13:00,9
20160820-14:00,9
20160820-15:00,10
20160820-16:00,10
20160820-17:00,11
20160820-18:00,13
20160820-19:00,14
20160820-20:00,18
20160820-21:00,15
20160820-22:00,15
20160820-23:00,17
20160821-0:00,26
20160821-1:00,36
20160821-2:00,37
20160821-3:00,34
20160821-4:00,41
20160821-5:00,51
20160821-6:00,42
20160821-7:00,41
20160821-8:00,42
20160821-9:00,27
20160821-10:00,11
20160821-11:00,8
20160821-12:00,8
20160821-13:00,8
20160821-14:00,7
20160821-15:00,7
20160821-16:00,7
20160821-17:00,6
20160821-18:00,7
20160821-19:00,8
20160821-20:00,12
20160821-21:00,14
20160821-22:00,17
20160821-23:00,15
20160822-0:00,13
20160822-1:00,16
20160822-2:00,18
20160822-3:00,20
20160822-4:00,21
20160822-5:00,21
20160822-6:00,21
20160822-7:00,23
20160822-8:00,27
20160822-9:00,32
20160822-10:00,18
20160822-11:00,14
20160822-12:00,11
20160822-13:00,10
20160822-14:00,14
20160822-15:00,13
20160822-16:00,14
20160822-17:00,13
20160822-18:00,17
20160822-19:00,16
20160822-20:00,27
20160822-21:00,28
20160822-22:00,29
20160822-23:00,40
20160823-0:00,43
20160823-1:00,34
20160823-2:00,36
20160823-3:00,41
20160823-4:00,38
20160823-5:00,27
20160823-6:00,27
20160823-7:00,27
20160823-8:00,31
20160823-9:00,30
20160823-10:00,22
20160823-11:00,21
20160823-12:00,19
20160823-13:00,17
20160823-14:00,17
20160823-15:00,18
20160823-16:00,19
20160823-17:00,19
20160823-18:00,21
20160823-19:00,22
20160823-20:00,22
20160823-21:00,24
20160823-22:00,27
20160823-23:00,28
20160824-0:00,32
20160824-1:00,32
20160824-2:00,33
20160824-3:00,29
20160824-4:00,27
20160824-5:00,23
20160824-6:00,20
20160824-7:00,21
20160824-8:00,22
20160824-9:00,20
20160824-10:00,22
20160824-11:00,27
20160824-12:00,23
20160824-13:00,20
20160824-14:00,23
20160824-15:00,29
20160824-16:00,31
20160824-17:00,38
20160824-18:00,42
20160824-19:00,45
20160824-20:00,47
20160824-21:00,46
20160824-22:00,45
20160824-23:00,38
20160825-0:00,37
20160825-1:00,46
20160825-2:00,15
20160825-3:00,8
20160825-4:00,6
20160825-5:00,6
20160825-6:00,5
20160825-7:00,8
20160825-8:00,6
20160825-9:00,8
20160825-10:00,10
20160825-11:00,8
20160825-12:00,6
20160825-13:00,4
20160825-14:00,4
20160825-15:00,3
20160825-16:00,3
20160825-17:00,3
20160825-18:00,3
20160825-19:00,5
20160825-20:00,6
20160825-21:00,7
20160825-22:00,7
20160825-23:00,8
20160826-0:00,9
20160826-1:00,9
20160826-2:00,8
20160826-3:00,8
20160826-4:00,8
20160826-5:00,7
20160826-6:00,7
20160826-7:00,9
20160826-8:00,13
20160826-9:00,17
20160826-10:00,17
20160826-11:00,12
20160826-12:00,6
20160826-13:00,5
20160826-14:00,4
20160826-15:00,5
20160826-16:00,6
20160826-17:00,6
20160826-18:00,6
20160826-19:00,8
20160826-20:00,7
20160826-21:00,8
20160826-22:00,10
20160826-23:00,10
20160827-0:00,9
20160827-1:00,9
20160827-2:00,14
20160827-3:00,12
20160827-4:00,12
20160827-5:00,11
20160827-6:00,18
20160827-7:00,21
20160827-8:00,19
20160827-9:00,17
20160827-10:00,11
20160827-11:00,9
20160827-12:00,9
20160827-13:00,8
20160827-14:00,9
20160827-15:00,9
20160827-16:00,8
20160827-17:00,4
20160827-18:00,2
20160827-19:00,4
20160827-20:00,4
20160827-21:00,5
20160827-22:00,6
20160827-23:00,6
20160828-0:00,21
20160828-1:00,7
20160828-2:00,10
20160828-3:00,12
20160828-4:00,18
20160828-5:00,24
20160828-6:00,18
20160828-7:00,25
20160828-8:00,30
20160828-9:00,19
20160828-10:00,10
20160828-11:00,7
20160828-12:00,6
20160828-13:00,5
20160828-14:00,5
20160828-15:00,6
20160828-16:00,6
20160828-17:00,5
20160828-18:00,5
20160828-19:00,6
20160828-20:00,7
20160828-21:00,8
20160828-22:00,9
20160828-23:00,10
20160829-0:00,12
20160829-1:00,15
20160829-2:00,13
20160829-3:00,14
20160829-4:00,17
20160829-5:00,17
20160829-6:00,16
20160829-7:00,20
20160829-8:00,17
20160829-9:00,15
20160829-10:00,9
20160829-11:00,8
20160829-12:00,6
20160829-13:00,6
20160829-14:00,6
20160829-15:00,6
20160829-16:00,7
20160829-17:00,7
20160829-18:00,7
20160829-19:00,8
20160829-20:00,11
20160829-21:00,10
20160829-22:00,8
20160829-23:00,8
20160830-0:00,10
20160830-1:00,10
20160830-2:00,10
20160830-3:00,11
20160830-4:00,11
20160830-5:00,11
20160830-6:00,15
20160830-7:00,17
20160830-8:00,15
20160830-9:00,12
20160830-10:00,10
20160830-11:00,11
20160830-12:00,10
20160830-13:00,9
20160830-14:00,8
20160830-15:00,7
20160830-16:00,6
20160830-17:00,5
20160830-18:00,6
20160830-19:00,4
20160830-20:00,4
20160830-21:00,4
20160830-22:00,4
20160830-23:00,3
20160831-0:00,3
20160831-1:00,3
20160831-2:00,4
20160831-3:00,4
20160831-4:00,4
20160831-5:00,4
20160831-6:00,4
20160831-7:00,6
20160831-8:00,5
20160831-9:00,4
20160831-10:00,3
20160831-11:00,3
20160831-12:00,3
20160831-13:00,2
20160831-14:00,3
20160831-15:00,3
20160831-16:00,4.333333333
20160831-17:00,5.666666667
20160831-18:00,7
20160831-19:00,5
20160831-20:00,5
20160831-21:00,5
20160831-22:00,4
20160831-23:00,4
20160901-0:00,7
20160901-1:00,7
20160901-2:00,6
20160901-3:00,6
20160901-4:00,9
20160901-5:00,6
20160901-6:00,5
20160901-7:00,6
20160901-8:00,7
20160901-9:00,9
20160901-10:00,6
20160901-11:00,3
20160901-12:00,4
20160901-13:00,4
20160901-14:00,4
20160901-15:00,5
20160901-16:00,6
20160901-17:00,5
20160901-18:00,6
20160901-19:00,6
20160901-20:00,6
20160901-21:00,6
20160901-22:00,5
20160901-23:00,5
20160902-0:00,14
20160902-1:00,15
20160902-2:00,13
20160902-3:00,13
20160902-4:00,12
20160902-5:00,12
20160902-6:00,11
20160902-7:00,11
20160902-8:00,12
20160902-9:00,14
20160902-10:00,15
20160902-11:00,15
20160902-12:00,14
20160902-13:00,15
20160902-14:00,14
20160902-15:00,14
20160902-16:00,18
20160902-17:00,40
20160902-18:00,46
20160902-19:00,43
20160902-20:00,41
20160902-21:00,26
20160902-22:00,24
20160902-23:00,21
20160903-0:00,20
20160903-1:00,20
20160903-2:00,20
20160903-3:00,20
20160903-4:00,22
20160903-5:00,24
20160903-6:00,23
20160903-7:00,23
20160903-8:00,25
20160903-9:00,21
20160903-10:00,22
20160903-11:00,23
20160903-12:00,22
20160903-13:00,20
20160903-14:00,19
20160903-15:00,20
20160903-16:00,21
20160903-17:00,21
20160903-18:00,22
20160903-19:00,23
20160903-20:00,24
20160903-21:00,21
20160903-22:00,11
20160903-23:00,10
20160904-0:00,10
20160904-1:00,9
20160904-2:00,9
20160904-3:00,9
20160904-4:00,8
20160904-5:00,7
20160904-6:00,6
20160904-7:00,7
20160904-8:00,7
20160904-9:00,8
20160904-10:00,8
20160904-11:00,8
20160904-12:00,10
20160904-13:00,14
20160904-14:00,14
20160904-15:00,11
20160904-16:00,10
20160904-17:00,9
20160904-18:00,9
20160904-19:00,9
20160904-20:00,10
20160904-21:00,9
20160904-22:00,10
20160904-23:00,9
20160905-0:00,9
20160905-1:00,10
20160905-2:00,12
20160905-3:00,12
20160905-4:00,16
20160905-5:00,17
20160905-6:00,18
20160905-7:00,18
20160905-8:00,17
20160905-9:00,18
20160905-10:00,26
20160905-11:00,33
20160905-12:00,21
20160905-13:00,15
20160905-14:00,19
20160905-15:00,20
20160905-16:00,23
20160905-17:00,25
20160905-18:00,16
20160905-19:00,7
20160905-20:00,9
20160905-21:00,9
20160905-22:00,10
20160905-23:00,11
20160906-0:00,10
20160906-1:00,12
20160906-2:00,14
20160906-3:00,14
20160906-4:00,23.75
20160906-5:00,33.5
20160906-6:00,43.25
20160906-7:00,53
20160906-8:00,62.75
20160906-9:00,72.5
20160906-10:00,82.25
20160906-11:00,92
20160906-12:00,74
20160906-13:00,61
20160906-14:00,39
20160906-15:00,28
20160906-16:00,22
20160906-17:00,19
20160906-18:00,18
20160906-19:00,20
20160906-20:00,24
20160906-21:00,24
20160906-22:00,23
20160906-23:00,24
20160907-0:00,25
20160907-1:00,25
20160907-2:00,23
20160907-3:00,25
20160907-4:00,26
20160907-5:00,26
20160907-6:00,25
20160907-7:00,24
20160907-8:00,26
20160907-9:00,28
20160907-10:00,25
20160907-11:00,23
20160907-12:00,21
20160907-13:00,22
20160907-14:00,19
20160907-15:00,16
20160907-16:00,17
20160907-17:00,16
20160907-18:00,15
20160907-19:00,17
20160907-20:00,18
20160907-21:00,18
20160907-22:00,26
20160907-23:00,19
20160908-0:00,9
20160908-1:00,18
20160908-2:00,21
20160908-3:00,17
20160908-4:00,13
20160908-5:00,8
20160908-6:00,6
20160908-7:00,6
20160908-8:00,8
20160908-9:00,9
20160908-10:00,8
20160908-11:00,8
20160908-12:00,7
20160908-13:00,8
20160908-14:00,4
20160908-15:00,5
20160908-16:00,6
20160908-17:00,5
20160908-18:00,6
20160908-19:00,6
20160908-20:00,7
20160908-21:00,8
20160908-22:00,10
20160908-23:00,10
20160909-0:00,9
20160909-1:00,9
20160909-2:00,9
20160909-3:00,8
20160909-4:00,7
20160909-5:00,10
20160909-6:00,12
20160909-7:00,11
20160909-8:00,10
20160909-9:00,11
20160909-10:00,11
20160909-11:00,15
20160909-12:00,15
20160909-13:00,14
20160909-14:00,13
20160909-15:00,12
20160909-16:00,11
20160909-17:00,9
20160909-18:00,10
20160909-19:00,17
20160909-20:00,17
20160909-21:00,16
20160909-22:00,14
20160909-23:00,14
20160910-0:00,18
20160910-1:00,16
20160910-2:00,13
20160910-3:00,13
20160910-4:00,12
20160910-5:00,11
20160910-6:00,6
20160910-7:00,7
20160910-8:00,8
20160910-9:00,12
20160910-10:00,16
20160910-11:00,15
20160910-12:00,13
20160910-13:00,10
20160910-14:00,10
20160910-15:00,9
20160910-16:00,10
20160910-17:00,11
20160910-18:00,10
20160910-19:00,17
20160910-20:00,9
20160910-21:00,6
20160910-22:00,7
20160910-23:00,7
20160911-0:00,7
20160911-1:00,7
20160911-2:00,7
20160911-3:00,9
20160911-4:00,11
20160911-5:00,11
20160911-6:00,9
20160911-7:00,10
20160911-8:00,11
20160911-9:00,14
20160911-10:00,20
20160911-11:00,21
20160911-12:00,20
20160911-13:00,20
20160911-14:00,20
20160911-15:00,20
20160911-16:00,25
20160911-17:00,19
20160911-18:00,20
20160911-19:00,22
20160911-20:00,26
20160911-21:00,25
20160911-22:00,24
20160911-23:00,21
20160912-0:00,22
20160912-1:00,26
20160912-2:00,26
20160912-3:00,33
20160912-4:00,21
20160912-5:00,19
20160912-6:00,20
20160912-7:00,28
20160912-8:00,39
20160912-9:00,39
20160912-10:00,47
20160912-11:00,48
20160912-12:00,43
20160912-13:00,30
20160912-14:00,21
20160912-15:00,28
20160912-16:00,27
20160912-17:00,26
20160912-18:00,27
20160912-19:00,34
20160912-20:00,30
20160912-21:00,33
20160912-22:00,73
20160912-23:00,86
20160913-0:00,70
20160913-1:00,72
20160913-2:00,83
20160913-3:00,75
20160913-4:00,70
20160913-5:00,68
20160913-6:00,62
20160913-7:00,62
20160913-8:00,50
20160913-9:00,30
20160913-10:00,16
20160913-11:00,11
20160913-12:00,12
20160913-13:00,12
20160913-14:00,12
20160913-15:00,12
20160913-16:00,7
20160913-17:00,7
20160913-18:00,8
20160913-19:00,9
20160913-20:00,10
20160913-21:00,11
20160913-22:00,10
20160913-23:00,12
20160914-0:00,17
20160914-1:00,18
20160914-2:00,19
20160914-3:00,19
20160914-4:00,17
20160914-5:00,22
20160914-6:00,20
20160914-7:00,17
20160914-8:00,18
20160914-9:00,16
20160914-10:00,15
20160914-11:00,17
20160914-12:00,18
20160914-13:00,15
20160914-14:00,11
20160914-15:00,11
20160914-16:00,12
20160914-17:00,13
20160914-18:00,15
20160914-19:00,16
20160914-20:00,20
20160914-21:00,24
20160914-22:00,28
20160914-23:00,29
20160915-0:00,34
20160915-1:00,29
20160915-2:00,7
20160915-3:00,8
20160915-4:00,9
20160915-5:00,11
20160915-6:00,11
20160915-7:00,11
20160915-8:00,13
20160915-9:00,11
20160915-10:00,12
20160915-11:00,11
20160915-12:00,9
20160915-13:00,11
20160915-14:00,19
20160915-15:00,26
20160915-16:00,27
20160915-17:00,34
20160915-18:00,43
20160915-19:00,47
20160915-20:00,48
20160915-21:00,52
20160915-22:00,36
20160915-23:00,4
20160916-0:00,6
20160916-1:00,9
20160916-2:00,5
20160916-3:00,4
20160916-4:00,4
20160916-5:00,4
20160916-6:00,5
20160916-7:00,6
20160916-8:00,7
20160916-9:00,6
20160916-10:00,5
20160916-11:00,4
20160916-12:00,4
20160916-13:00,3
20160916-14:00,3
20160916-15:00,3
20160916-16:00,3
20160916-17:00,4
20160916-18:00,7
20160916-19:00,9
20160916-20:00,9
20160916-21:00,7
20160916-22:00,7
20160916-23:00,10
20160917-0:00,10
20160917-1:00,9
20160917-2:00,10
20160917-3:00,11
20160917-4:00,9
20160917-5:00,10
20160917-6:00,11
20160917-7:00,17
20160917-8:00,43
20160917-9:00,50
20160917-10:00,35
20160917-11:00,36
20160917-12:00,26
20160917-13:00,9
20160917-14:00,8
20160917-15:00,9
20160917-16:00,8
20160917-17:00,6
20160917-18:00,6
20160917-19:00,7
20160917-20:00,7
20160917-21:00,8
20160917-22:00,18
20160917-23:00,12
20160918-0:00,8
20160918-1:00,7
20160918-2:00,8
20160918-3:00,8
20160918-4:00,8
20160918-5:00,9
20160918-6:00,12
20160918-7:00,14
20160918-8:00,12
20160918-9:00,8
20160918-10:00,6
20160918-11:00,4
20160918-12:00,4
20160918-13:00,4
20160918-14:00,4
20160918-15:00,4
20160918-16:00,5
20160918-17:00,5
20160918-18:00,12
20160918-19:00,12
20160918-20:00,15
20160918-21:00,15
20160918-22:00,15
20160918-23:00,22
20160919-0:00,20
20160919-1:00,29
20160919-2:00,23
20160919-3:00,26
20160919-4:00,26
20160919-5:00,25
20160919-6:00,26
20160919-7:00,29
20160919-8:00,32
20160919-9:00,23
20160919-10:00,19
20160919-11:00,11
20160919-12:00,11
20160919-13:00,9
20160919-14:00,8
20160919-15:00,7
20160919-16:00,6
20160919-17:00,7
20160919-18:00,9
20160919-19:00,10
20160919-20:00,12
20160919-21:00,17
20160919-22:00,19
20160919-23:00,20
20160920-0:00,21
20160920-1:00,22
20160920-2:00,24
20160920-3:00,23
20160920-4:00,22
20160920-5:00,20
20160920-6:00,18
20160920-7:00,19
20160920-8:00,20
20160920-9:00,23
20160920-10:00,20
20160920-11:00,15
20160920-12:00,11
20160920-13:00,19
20160920-14:00,22
20160920-15:00,22
20160920-16:00,18
20160920-17:00,17
20160920-18:00,18
20160920-19:00,19
20160920-20:00,22
20160920-21:00,23
20160920-22:00,22
20160920-23:00,25
20160921-0:00,27
20160921-1:00,27
20160921-2:00,25
20160921-3:00,23
20160921-4:00,21
20160921-5:00,24
20160921-6:00,26
20160921-7:00,27
20160921-8:00,27
20160921-9:00,27
20160921-10:00,22
20160921-11:00,19
20160921-12:00,16
20160921-13:00,17
20160921-14:00,18
20160921-15:00,20
20160921-16:00,20
20160921-17:00,17
20160921-18:00,19
20160921-19:00,20
20160921-20:00,24
20160921-21:00,26
20160921-22:00,27
20160921-23:00,30
20160922-0:00,31
20160922-1:00,32
20160922-2:00,33
20160922-3:00,32
20160922-4:00,31
20160922-5:00,30
20160922-6:00,29
20160922-7:00,29
20160922-8:00,28
20160922-9:00,24
20160922-10:00,21
20160922-11:00,18
20160922-12:00,15
20160922-13:00,13
20160922-14:00,12
20160922-15:00,11
20160922-16:00,9
20160922-17:00,12
20160922-18:00,14
20160922-19:00,15
20160922-20:00,17
20160922-21:00,18
20160922-22:00,21
20160922-23:00,21
20160923-0:00,22
20160923-1:00,22
20160923-2:00,21
20160923-3:00,21
20160923-4:00,23
20160923-5:00,25
20160923-6:00,27
20160923-7:00,30
20160923-8:00,33
20160923-9:00,34
20160923-10:00,32
20160923-11:00,31
20160923-12:00,31
20160923-13:00,34
20160923-14:00,34
20160923-15:00,32
20160923-16:00,33
20160923-17:00,34
20160923-18:00,39
20160923-19:00,42
20160923-20:00,39
20160923-21:00,37
20160923-22:00,37
20160923-23:00,36
20160924-0:00,35
20160924-1:00,34
20160924-2:00,31
20160924-3:00,26
20160924-4:00,24
20160924-5:00,25
20160924-6:00,26
20160924-7:00,28
20160924-8:00,29
20160924-9:00,30
20160924-10:00,26
20160924-11:00,24
20160924-12:00,24
20160924-13:00,26
20160924-14:00,31
20160924-15:00,36
20160924-16:00,33
20160924-17:00,36
20160924-18:00,37
20160924-19:00,39
20160924-20:00,29
20160924-21:00,5
20160924-22:00,5
20160924-23:00,7
20160925-0:00,7
20160925-1:00,7
20160925-2:00,7
20160925-3:00,12
20160925-4:00,14
20160925-5:00,16
20160925-6:00,16
20160925-7:00,17
20160925-8:00,24
20160925-9:00,37
20160925-10:00,45
20160925-11:00,46
20160925-12:00,42
20160925-13:00,37
20160925-14:00,37
20160925-15:00,38
20160925-16:00,37
20160925-17:00,37
20160925-18:00,38
20160925-19:00,41
20160925-20:00,41
20160925-21:00,41
20160925-22:00,40
20160925-23:00,39
20160926-0:00,42
20160926-1:00,42
20160926-2:00,40
20160926-3:00,40
20160926-4:00,39
20160926-5:00,41
20160926-6:00,40
20160926-7:00,39
20160926-8:00,38
20160926-9:00,42
20160926-10:00,111
20160926-11:00,118
20160926-12:00,120
20160926-13:00,142
20160926-14:00,157
20160926-15:00,169
20160926-16:00,157
20160926-17:00,131
20160926-18:00,66
20160926-19:00,67
20160926-20:00,72
20160926-21:00,73
20160926-22:00,67
20160926-23:00,72
20160927-0:00,76
20160927-1:00,77
20160927-2:00,75
20160927-3:00,71
20160927-4:00,63
20160927-5:00,63
20160927-6:00,60
20160927-7:00,48
20160927-8:00,34
20160927-9:00,18
20160927-10:00,16
20160927-11:00,8
20160927-12:00,7
20160927-13:00,10
20160927-14:00,10
20160927-15:00,12
20160927-16:00,11
20160927-17:00,10
20160927-18:00,11
20160927-19:00,13
20160927-20:00,13
20160927-21:00,12
20160927-22:00,12
20160927-23:00,12
20160928-0:00,12
20160928-1:00,12
20160928-2:00,11
20160928-3:00,11
20160928-4:00,12
20160928-5:00,12
20160928-6:00,12
20160928-7:00,12
20160928-8:00,13
20160928-9:00,13
20160928-10:00,10
20160928-11:00,10
20160928-12:00,9
20160928-13:00,6
20160928-14:00,6
20160928-15:00,6
20160928-16:00,5
20160928-17:00,5
20160928-18:00,8
20160928-19:00,9
20160928-20:00,10
20160928-21:00,10
20160928-22:00,12
20160928-23:00,15
20160929-0:00,17
20160929-1:00,20
20160929-2:00,21
20160929-3:00,22
20160929-4:00,19
20160929-5:00,19
20160929-6:00,18
20160929-7:00,16
20160929-8:00,16
20160929-9:00,17
20160929-10:00,10
20160929-11:00,8
20160929-12:00,8
20160929-13:00,8
20160929-14:00,5
20160929-15:00,5
20160929-16:00,5
20160929-17:00,5
20160929-18:00,6
20160929-19:00,7
20160929-20:00,10
20160929-21:00,17
20160929-22:00,19
20160929-23:00,17
20160930-0:00,16
20160930-1:00,18
20160930-2:00,21
20160930-3:00,25
20160930-4:00,41
20160930-5:00,48
20160930-6:00,48
20160930-7:00,44
20160930-8:00,37
20160930-9:00,32
20160930-10:00,33
20160930-11:00,34
20160930-12:00,35
20160930-13:00,33
20160930-14:00,35
20160930-15:00,32
20160930-16:00,32
20160930-17:00,33
20160930-18:00,37
20160930-19:00,41
20160930-20:00,25
20160930-21:00,24
20160930-22:00,29
20160930-23:00,28
20161001-0:00,27
20161001-1:00,27
20161001-2:00,27
20161001-3:00,29
20161001-4:00,29
20161001-5:00,28
20161001-6:00,26
20161001-7:00,23
20161001-8:00,19
20161001-9:00,16
20161001-10:00,11
20161001-11:00,12
20161001-12:00,16
20161001-13:00,22
20161001-14:00,29
20161001-15:00,35
20161001-16:00,39
20161001-17:00,38
20161001-18:00,43
20161001-19:00,45
20161001-20:00,45
20161001-21:00,32
20161001-22:00,27
20161001-23:00,34
20161002-0:00,39
20161002-1:00,44
20161002-2:00,50
20161002-3:00,55
20161002-4:00,59
20161002-5:00,61
20161002-6:00,57
20161002-7:00,41
20161002-8:00,28
20161002-9:00,20
20161002-10:00,16
20161002-11:00,23
20161002-12:00,39
20161002-13:00,51
20161002-14:00,59
20161002-15:00,60
20161002-16:00,60
20161002-17:00,60
20161002-18:00,62
20161002-19:00,74
20161002-20:00,85
20161002-21:00,91
20161002-22:00,70
20161002-23:00,42
20161003-0:00,39
20161003-1:00,31
20161003-2:00,26
20161003-3:00,28
20161003-4:00,31
20161003-5:00,34
20161003-6:00,42
20161003-7:00,48
20161003-8:00,45
20161003-9:00,44
20161003-10:00,52
20161003-11:00,24
20161003-12:00,9
20161003-13:00,8
20161003-14:00,7
20161003-15:00,5
20161003-16:00,7
20161003-17:00,10
20161003-18:00,13
20161003-19:00,14
20161003-20:00,15
20161003-21:00,17
20161003-22:00,17
20161003-23:00,17
20161004-0:00,17
20161004-1:00,16
20161004-2:00,14
20161004-3:00,15
20161004-4:00,13
20161004-5:00,12
20161004-6:00,11
20161004-7:00,11
20161004-8:00,12
20161004-9:00,13
20161004-10:00,11
20161004-11:00,12
20161004-12:00,13
20161004-13:00,13
20161004-14:00,15
20161004-15:00,15
20161004-16:00,17
20161004-17:00,19
20161004-18:00,19
20161004-19:00,17
20161004-20:00,14
20161004-21:00,13
20161004-22:00,14
20161004-23:00,13
20161005-0:00,12
20161005-1:00,12
20161005-2:00,16
20161005-3:00,19
20161005-4:00,20
20161005-5:00,19
20161005-6:00,22
20161005-7:00,24
20161005-8:00,26
20161005-9:00,24
20161005-10:00,23
20161005-11:00,20
20161005-12:00,17
20161005-13:00,14
20161005-14:00,12
20161005-15:00,10
20161005-16:00,12
20161005-17:00,14
20161005-18:00,17
20161005-19:00,18
20161005-20:00,19
20161005-21:00,29
