datetime,pm25
20161005-22:00,28
20161005-23:00,27
20161006-0:00,30
20161006-1:00,31
20161006-2:00,29
20161006-3:00,27
20161006-4:00,26
20161006-5:00,24
20161006-6:00,26
20161006-7:00,29
20161006-8:00,31
20161006-9:00,31
20161006-10:00,23
20161006-11:00,17
20161006-12:00,13
20161006-13:00,10
20161006-14:00,11
20161006-15:00,12
20161006-16:00,14
20161006-17:00,17
20161006-18:00,19
20161006-19:00,23
20161006-20:00,25
20161006-21:00,34
20161006-22:00,38
20161006-23:00,38
20161007-0:00,37
20161007-1:00,34
20161007-2:00,38
20161007-3:00,42
20161007-4:00,38
20161007-5:00,36
20161007-6:00,33
20161007-7:00,31
20161007-8:00,34
20161007-9:00,36
20161007-10:00,32
20161007-11:00,29
20161007-12:00,28
20161007-13:00,26
20161007-14:00,26
20161007-15:00,25
20161007-16:00,24
20161007-17:00,24
20161007-18:00,29
20161007-19:00,30
20161007-20:00,32
20161007-21:00,31
20161007-22:00,25
20161007-23:00,19
20161008-0:00,13
20161008-1:00,9
20161008-2:00,8
20161008-3:00,8
20161008-4:00,9
20161008-5:00,8
20161008-6:00,7
20161008-7:00,5
20161008-8:00,6
20161008-9:00,19
20161008-10:00,20
20161008-11:00,10
20161008-12:00,6
20161008-13:00,5
20161008-14:00,7
20161008-15:00,7
20161008-16:00,8
20161008-17:00,8
20161008-18:00,8
20161008-19:00,9
20161008-20:00,10
20161008-21:00,13
20161008-22:00,13
20161008-23:00,13
20161009-0:00,13
20161009-1:00,12
20161009-2:00,13
20161009-3:00,12
20161009-4:00,11
20161009-5:00,11
20161009-6:00,10
20161009-7:00,11
20161009-8:00,12
20161009-9:00,11
20161009-10:00,9
20161009-11:00,7
20161009-12:00,6
20161009-13:00,5
20161009-14:00,4
20161009-15:00,5
20161009-16:00,6
20161009-17:00,7
20161009-18:00,8
20161009-19:00,12
20161009-20:00,21
20161009-21:00,26
20161009-22:00,27
20161009-23:00,22
20161010-0:00,21
20161010-1:00,20
20161010-2:00,20
20161010-3:00,22
20161010-4:00,24
20161010-5:00,27
20161010-6:00,31
20161010-7:00,36
20161010-8:00,42
20161010-9:00,45
20161010-10:00,34
20161010-11:00,22
20161010-12:00,18
20161010-13:00,16
20161010-14:00,15
20161010-15:00,14
20161010-16:00,13
20161010-17:00,14
20161010-18:00,26
20161010-19:00,23
20161010-20:00,15
20161010-21:00,15
20161010-22:00,16
20161010-23:00,17
20161011-0:00,15
20161011-1:00,16
20161011-2:00,19
20161011-3:00,20
20161011-4:00,18
20161011-5:00,14
20161011-6:00,14
20161011-7:00,18
20161011-8:00,20
20161011-9:00,20
20161011-10:00,20
20161011-11:00,14
20161011-12:00,9
20161011-13:00,9
20161011-14:00,7
20161011-15:00,7
20161011-16:00,8
20161011-17:00,9
20161011-18:00,11
20161011-19:00,15
20161011-20:00,15
20161011-21:00,23
20161011-22:00,33
20161011-23:00,33
20161012-0:00,35
20161012-1:00,30
20161012-2:00,26
20161012-3:00,23
20161012-4:00,20
20161012-5:00,18
20161012-6:00,16
20161012-7:00,18
20161012-8:00,22
20161012-9:00,21
20161012-10:00,17
20161012-11:00,10
20161012-12:00,8
20161012-13:00,8
20161012-14:00,8
20161012-15:00,7
20161012-16:00,9
20161012-17:00,10
20161012-18:00,12
20161012-19:00,20
20161012-20:00,24
20161012-21:00,27
20161012-22:00,27
20161012-23:00,31
20161013-0:00,36
20161013-1:00,55
20161013-2:00,80
20161013-3:00,88
20161013-4:00,81
20161013-5:00,77
20161013-6:00,75
20161013-7:00,73
20161013-8:00,73
20161013-9:00,69
20161013-10:00,61
20161013-11:00,46
20161013-12:00,46
20161013-13:00,55
20161013-14:00,62
20161013-15:00,57
20161013-16:00,60
20161013-17:00,60
20161013-18:00,66
20161013-19:00,79
20161013-20:00,92
20161013-21:00,99
20161013-22:00,106
20161013-23:00,116
20161014-0:00,103
20161014-1:00,91
20161014-2:00,82
20161014-3:00,74
20161014-4:00,64
20161014-5:00,61
20161014-6:00,57
20161014-7:00,53
20161014-8:00,53
20161014-9:00,57
20161014-10:00,69
20161014-11:00,79
20161014-12:00,86
20161014-13:00,81
20161014-14:00,74
20161014-15:00,76
20161014-16:00,68
20161014-17:00,80
20161014-18:00,94
20161014-19:00,111
20161014-20:00,116
20161014-21:00,118
20161014-22:00,141
20161014-23:00,154
20161015-0:00,170
20161015-1:00,177
20161015-2:00,165
20161015-3:00,137
20161015-4:00,115
20161015-5:00,101
20161015-6:00,100
20161015-7:00,78
20161015-8:00,55
20161015-9:00,49
20161015-10:00,44
20161015-11:00,43
20161015-12:00,40
20161015-13:00,37
20161015-14:00,33
20161015-15:00,32
20161015-16:00,31
20161015-17:00,34
20161015-18:00,38
20161015-19:00,45
20161015-20:00,47
20161015-21:00,50
20161015-22:00,72
20161015-23:00,93
20161016-0:00,104
20161016-1:00,100
20161016-2:00,108
20161016-3:00,110
20161016-4:00,102
20161016-5:00,89
20161016-6:00,84
20161016-7:00,86
20161016-8:00,86
20161016-9:00,79
20161016-10:00,69
20161016-11:00,56
20161016-12:00,38
20161016-13:00,28
20161016-14:00,26
20161016-15:00,33
20161016-16:00,38
20161016-17:00,40
20161016-18:00,46
20161016-19:00,50
20161016-20:00,49
20161016-21:00,48
20161016-22:00,48
20161016-23:00,54
20161017-0:00,56
20161017-1:00,47
20161017-2:00,33
20161017-3:00,4
20161017-4:00,3
20161017-5:00,2
20161017-6:00,2
20161017-7:00,3
20161017-8:00,4
20161017-9:00,4
20161017-10:00,4
20161017-11:00,3
20161017-12:00,4
20161017-13:00,3
20161017-14:00,3
20161017-15:00,3
20161017-16:00,4
20161017-17:00,4
20161017-18:00,6
20161017-19:00,13
20161017-20:00,16
20161017-21:00,21
20161017-22:00,26
20161017-23:00,31
20161018-0:00,36
20161018-1:00,32
20161018-2:00,26
20161018-3:00,24
20161018-4:00,20
20161018-5:00,18
20161018-6:00,20
20161018-7:00,28
20161018-8:00,60
20161018-9:00,90
20161018-10:00,70
20161018-11:00,48
20161018-12:00,28
20161018-13:00,17
20161018-14:00,20
20161018-15:00,26
20161018-16:00,31
20161018-17:00,31
20161018-18:00,38
20161018-19:00,48
20161018-20:00,45
20161018-21:00,55
20161018-22:00,41
20161018-23:00,58
20161019-0:00,76
20161019-1:00,60
20161019-2:00,57
20161019-3:00,59
20161019-4:00,79
20161019-5:00,112
20161019-6:00,97
20161019-7:00,93
20161019-8:00,87
20161019-9:00,74
20161019-10:00,88
20161019-11:00,95
20161019-12:00,95
20161019-13:00,87
20161019-14:00,84
20161019-15:00,69
20161019-16:00,63
20161019-17:00,59
20161019-18:00,58
20161019-19:00,41
20161019-20:00,35
20161019-21:00,35
20161019-22:00,34
20161019-23:00,31
20161020-0:00,34
20161020-1:00,42
20161020-2:00,35
20161020-3:00,18
20161020-4:00,12
20161020-5:00,11
20161020-6:00,12
20161020-7:00,12
20161020-8:00,10
20161020-9:00,8
20161020-10:00,7
20161020-11:00,6
20161020-12:00,6
20161020-13:00,6
20161020-14:00,6
20161020-15:00,6
20161020-16:00,6
20161020-17:00,9
20161020-18:00,14
20161020-19:00,24
20161020-20:00,24
20161020-21:00,16
20161020-22:00,13
20161020-23:00,15
20161021-0:00,19
20161021-1:00,25
20161021-2:00,24
20161021-3:00,19
20161021-4:00,16
20161021-5:00,16
20161021-6:00,17
20161021-7:00,18
20161021-8:00,24
20161021-9:00,25
20161021-10:00,34
20161021-11:00,40
20161021-12:00,58
20161021-13:00,63
20161021-14:00,67
20161021-15:00,72
20161021-16:00,77
20161021-17:00,61
20161021-18:00,103
20161021-19:00,113
20161021-20:00,151
20161021-21:00,114
20161021-22:00,98
20161021-23:00,97
20161022-0:00,74
20161022-1:00,57
20161022-2:00,65
20161022-3:00,50
20161022-4:00,43
20161022-5:00,32
20161022-6:00,29
20161022-7:00,29
20161022-8:00,24
20161022-9:00,21
20161022-10:00,16
20161022-11:00,12
20161022-12:00,11
20161022-13:00,12
20161022-14:00,13
20161022-15:00,12
20161022-16:00,13
20161022-17:00,14
20161022-18:00,17
20161022-19:00,16
20161022-20:00,20
20161022-21:00,28
20161022-22:00,26
20161022-23:00,20
20161023-0:00,19
20161023-1:00,21
20161023-2:00,21
20161023-3:00,22
20161023-4:00,20
20161023-5:00,22
20161023-6:00,24
20161023-7:00,25
20161023-8:00,28
20161023-9:00,24
20161023-10:00,23
20161023-11:00,20
20161023-12:00,18
20161023-13:00,17
20161023-14:00,16
20161023-15:00,18
20161023-16:00,20
20161023-17:00,20
20161023-18:00,22
20161023-19:00,24
20161023-20:00,37
20161023-21:00,42
20161023-22:00,41
20161023-23:00,38
20161024-0:00,46
20161024-1:00,59
20161024-2:00,54
20161024-3:00,43
20161024-4:00,39
20161024-5:00,35
20161024-6:00,37
20161024-7:00,44
20161024-8:00,55
20161024-9:00,48
20161024-10:00,41
20161024-11:00,34
20161024-12:00,33
20161024-13:00,25
20161024-14:00,24
20161024-15:00,28
20161024-16:00,26
20161024-17:00,41
20161024-18:00,64
20161024-19:00,93
20161024-20:00,122
20161024-21:00,152
20161024-22:00,173
20161024-23:00,212
20161025-0:00,200
20161025-1:00,190
20161025-2:00,174
20161025-3:00,142
20161025-4:00,142
20161025-5:00,123
20161025-6:00,142
20161025-7:00,139
20161025-8:00,124
20161025-9:00,108
20161025-10:00,71
20161025-11:00,58
20161025-12:00,47
20161025-13:00,36
20161025-14:00,22
20161025-15:00,16
20161025-16:00,16
20161025-17:00,20
20161025-18:00,32
20161025-19:00,51
20161025-20:00,93
20161025-21:00,113
20161025-22:00,78
20161025-23:00,81
20161026-0:00,48
20161026-1:00,18
20161026-2:00,6
20161026-3:00,6
20161026-4:00,13
20161026-5:00,36
20161026-6:00,30
20161026-7:00,11
20161026-8:00,9
20161026-9:00,12
20161026-10:00,9
20161026-11:00,10
20161026-12:00,10
20161026-13:00,10
20161026-14:00,11
20161026-15:00,12
20161026-16:00,14
20161026-17:00,15
20161026-18:00,23
20161026-19:00,31
20161026-20:00,35
20161026-21:00,51
20161026-22:00,76
20161026-23:00,66
20161027-0:00,76
20161027-1:00,75
20161027-2:00,67
20161027-3:00,75
20161027-4:00,100
20161027-5:00,96
20161027-6:00,84
20161027-7:00,81
20161027-8:00,82
20161027-9:00,64
20161027-10:00,50
20161027-11:00,41
20161027-12:00,38
20161027-13:00,38
20161027-14:00,43
20161027-15:00,38
20161027-16:00,46
20161027-17:00,48
20161027-18:00,52
20161027-19:00,75
20161027-20:00,126
20161027-21:00,125
20161027-22:00,148
20161027-23:00,169
20161028-0:00,144
20161028-1:00,102
20161028-2:00,84
20161028-3:00,77
20161028-4:00,45
20161028-5:00,26
20161028-6:00,26
20161028-7:00,34
20161028-8:00,65
20161028-9:00,135
20161028-10:00,200
20161028-11:00,157
20161028-12:00,86
20161028-13:00,44
20161028-14:00,27
20161028-15:00,28
20161028-16:00,32
20161028-17:00,18
20161028-18:00,19
20161028-19:00,24
20161028-20:00,23
20161028-21:00,27
20161028-22:00,35
20161028-23:00,46
20161029-0:00,51
20161029-1:00,89
20161029-2:00,78
20161029-3:00,84
20161029-4:00,95
20161029-5:00,75
20161029-6:00,38
20161029-7:00,36
20161029-8:00,21
20161029-9:00,20
20161029-10:00,17
20161029-11:00,13
20161029-12:00,11
20161029-13:00,11
20161029-14:00,10
20161029-15:00,8
20161029-16:00,10
20161029-17:00,13
20161029-18:00,26
20161029-19:00,53
20161029-20:00,98
20161029-21:00,190
20161029-22:00,199
20161029-23:00,192
20161030-0:00,260
20161030-1:00,424
20161030-2:00,319
20161030-3:00,226
20161030-4:00,166
20161030-5:00,134
20161030-6:00,143
20161030-7:00,115
20161030-8:00,122
20161030-9:00,105
20161030-10:00,86
20161030-11:00,113
20161030-12:00,55
20161030-13:00,33
20161030-14:00,63
20161030-15:00,75
20161030-16:00,80
20161030-17:00,96
20161030-18:00,108
20161030-19:00,107
20161030-20:00,56
20161030-21:00,37
20161030-22:00,33
20161030-23:00,16
20161031-0:00,12
20161031-1:00,10
20161031-2:00,9
20161031-3:00,8
20161031-4:00,7
20161031-5:00,7
20161031-6:00,9
20161031-7:00,14
20161031-8:00,24
20161031-9:00,33
20161031-10:00,26
20161031-11:00,26
20161031-12:00,23
20161031-13:00,17
20161031-14:00,10
20161031-15:00,10
20161031-16:00,10
20161031-17:00,13
20161031-18:00,16
20161031-19:00,18
20161031-20:00,20
20161031-21:00,23
20161031-22:00,34
20161031-23:00,32
20161101-0:00,31
20161101-1:00,36
20161101-2:00,35
20161101-3:00,31
20161101-4:00,26
20161101-5:00,22
20161101-6:00,21
20161101-7:00,24
20161101-8:00,30
20161101-9:00,32
20161101-10:00,19
20161101-11:00,19
20161101-12:00,13
20161101-13:00,10
20161101-14:00,13
20161101-15:00,12
20161101-16:00,14
20161101-17:00,21
20161101-18:00,34
20161101-19:00,45
20161101-20:00,49
20161101-21:00,41
20161101-22:00,38
20161101-23:00,36
20161102-0:00,32
20161102-1:00,28
20161102-2:00,25
20161102-3:00,22
20161102-4:00,20
20161102-5:00,18
20161102-6:00,17
20161102-7:00,18
20161102-8:00,22
20161102-9:00,23
20161102-10:00,26
20161102-11:00,18
20161102-12:00,15
20161102-13:00,13
20161102-14:00,12
20161102-15:00,13
20161102-16:00,15
20161102-17:00,20
20161102-18:00,33
20161102-19:00,40
20161102-20:00,57
20161102-21:00,55
20161102-22:00,68
20161102-23:00,90
20161103-0:00,90
20161103-1:00,40
20161103-2:00,40
20161103-3:00,40
20161103-4:00,41
20161103-5:00,49
20161103-6:00,48
20161103-7:00,55
20161103-8:00,53
20161103-9:00,42
20161103-10:00,31
20161103-11:00,29
20161103-12:00,25
20161103-13:00,29
20161103-14:00,35
20161103-15:00,41
20161103-16:00,42
20161103-17:00,50
20161103-18:00,86
20161103-19:00,78
20161103-20:00,106
20161103-21:00,249
20161103-22:00,291
20161103-23:00,499
20161104-0:00,479
20161104-1:00,399
20161104-2:00,292
20161104-3:00,252
20161104-4:00,198
20161104-5:00,172
20161104-6:00,177
20161104-7:00,199
20161104-8:00,185
20161104-9:00,166
20161104-10:00,145
20161104-11:00,158
20161104-12:00,88
20161104-13:00,79
20161104-14:00,94
20161104-15:00,144
20161104-16:00,206
20161104-17:00,471
20161104-18:00,479
20161104-19:00,292
20161104-20:00,264
20161104-21:00,301
20161104-22:00,180
20161104-23:00,172
20161105-0:00,198
20161105-1:00,519
20161105-2:00,403
20161105-3:00,292
20161105-4:00,141
20161105-5:00,85
20161105-6:00,63
20161105-7:00,488
20161105-8:00,471
20161105-9:00,262
20161105-10:00,301
20161105-11:00,384
20161105-12:00,251
20161105-13:00,158
20161105-14:00,131
20161105-15:00,104
20161105-16:00,86
20161105-17:00,100
20161105-18:00,110
20161105-19:00,115
20161105-20:00,131
20161105-21:00,155
20161105-22:00,215
20161105-23:00,263
20161106-0:00,304
20161106-1:00,246
20161106-2:00,298
20161106-3:00,214
20161106-4:00,120
20161106-5:00,127
20161106-6:00,157
20161106-7:00,185
20161106-8:00,140
20161106-9:00,105
20161106-10:00,90
20161106-11:00,95
20161106-12:00,78
20161106-13:00,89
20161106-14:00,65
20161106-15:00,19
20161106-16:00,18
20161106-17:00,20
20161106-18:00,33
20161106-19:00,46
20161106-20:00,47
20161106-21:00,41
20161106-22:00,55
20161106-23:00,81
20161107-0:00,92
20161107-1:00,104
20161107-2:00,148
20161107-3:00,193
20161107-4:00,180
20161107-5:00,146
20161107-6:00,107
20161107-7:00,93
20161107-8:00,75
20161107-9:00,64
20161107-10:00,54
20161107-11:00,56
20161107-12:00,61
20161107-13:00,68
20161107-14:00,97
20161107-15:00,148
20161107-16:00,145
20161107-17:00,134
20161107-18:00,166
20161107-19:00,161
20161107-20:00,118
20161107-21:00,101
20161107-22:00,113
20161107-23:00,119
20161108-0:00,87
20161108-1:00,68
20161108-2:00,59
20161108-3:00,45
20161108-4:00,41
20161108-5:00,41
20161108-6:00,43
20161108-7:00,39
20161108-8:00,47
20161108-9:00,58
20161108-10:00,61
20161108-11:00,68
20161108-12:00,42
20161108-13:00,28
20161108-14:00,25
20161108-15:00,22
20161108-16:00,23
20161108-17:00,22
20161108-18:00,22
20161108-19:00,30
20161108-20:00,30
20161108-21:00,28
20161108-22:00,28
20161108-23:00,29
20161109-0:00,36
20161109-1:00,44
20161109-2:00,55
20161109-3:00,53
20161109-4:00,57
20161109-5:00,59
20161109-6:00,61
20161109-7:00,63
20161109-8:00,67
20161109-9:00,84
20161109-10:00,84
20161109-11:00,47
20161109-12:00,29
20161109-13:00,29
20161109-14:00,15
20161109-15:00,16
20161109-16:00,22
20161109-17:00,23
20161109-18:00,24
20161109-19:00,31
20161109-20:00,43
20161109-21:00,53
20161109-22:00,72
20161109-23:00,68.5
20161110-0:00,65
20161110-1:00,61.5
20161110-2:00,58
20161110-3:00,54.5
20161110-4:00,51
20161110-5:00,47.5
20161110-6:00,44
20161110-7:00,40.5
20161110-8:00,37
20161110-9:00,33.5
20161110-10:00,30
20161110-11:00,34
20161110-12:00,51
20161110-13:00,121
20161110-14:00,127
20161110-15:00,133
20161110-16:00,139
20161110-17:00,169
20161110-18:00,83
20161110-19:00,44
20161110-20:00,38
20161110-21:00,37
20161110-22:00,34
20161110-23:00,33
20161111-0:00,26
20161111-1:00,20
20161111-2:00,15
20161111-3:00,15
20161111-4:00,15
20161111-5:00,13
20161111-6:00,73
20161111-7:00,90
20161111-8:00,76
20161111-9:00,69
20161111-10:00,69
20161111-11:00,40
20161111-12:00,25
20161111-13:00,26
20161111-14:00,28.33333333
20161111-15:00,30.66666667
20161111-16:00,33
20161111-17:00,42
20161111-18:00,49
20161111-19:00,52
20161111-20:00,47
20161111-21:00,44
20161111-22:00,55
20161111-23:00,54
20161112-0:00,53
20161112-1:00,53
20161112-2:00,51
20161112-3:00,50
20161112-4:00,43
20161112-5:00,52
20161112-6:00,51
20161112-7:00,46
20161112-8:00,51
20161112-9:00,33
20161112-10:00,16
20161112-11:00,12
20161112-12:00,15
20161112-13:00,21
20161112-14:00,19
20161112-15:00,22
20161112-16:00,18
20161112-17:00,18
20161112-18:00,19
20161112-19:00,30
20161112-20:00,40
20161112-21:00,47
20161112-22:00,47
20161112-23:00,38
20161113-0:00,40
20161113-1:00,49
20161113-2:00,61
20161113-3:00,71
20161113-4:00,63
20161113-5:00,49
20161113-6:00,44
20161113-7:00,42
20161113-8:00,37
20161113-9:00,38
20161113-10:00,48
20161113-11:00,52
20161113-12:00,45
20161113-13:00,37
20161113-14:00,32
20161113-15:00,31
20161113-16:00,30
20161113-17:00,35
20161113-18:00,48
20161113-19:00,55
20161113-20:00,54
20161113-21:00,42
20161113-22:00,28
20161113-23:00,28
20161114-0:00,39
20161114-1:00,47
20161114-2:00,60
20161114-3:00,68
20161114-4:00,68
20161114-5:00,67
20161114-6:00,78
20161114-7:00,46
20161114-8:00,23
20161114-9:00,20
20161114-10:00,21
20161114-11:00,17
20161114-12:00,11
20161114-13:00,11
20161114-14:00,15
20161114-15:00,33
20161114-16:00,22
20161114-17:00,18
20161114-18:00,19
20161114-19:00,18
20161114-20:00,18
20161114-21:00,19
20161114-22:00,19
20161114-23:00,21
20161115-0:00,22
20161115-1:00,22
20161115-2:00,21
20161115-3:00,22
20161115-4:00,22
20161115-5:00,24
20161115-6:00,25
20161115-7:00,42
20161115-8:00,48
20161115-9:00,37
20161115-10:00,23
20161115-11:00,22
20161115-12:00,28
20161115-13:00,25
20161115-14:00,17
20161115-15:00,16
20161115-16:00,18
20161115-17:00,20
20161115-18:00,27
20161115-19:00,59
20161115-20:00,101
20161115-21:00,99
20161115-22:00,81
20161115-23:00,72
20161116-0:00,77
20161116-1:00,113
20161116-2:00,134
20161116-3:00,171
20161116-4:00,191
20161116-5:00,188
20161116-6:00,145
20161116-7:00,124
20161116-8:00,103
20161116-9:00,85
20161116-10:00,79
20161116-11:00,69
20161116-12:00,50
20161116-13:00,57
20161116-14:00,44
20161116-15:00,40
20161116-16:00,30
20161116-17:00,36
20161116-18:00,54
20161116-19:00,91
20161116-20:00,98
20161116-21:00,89
20161116-22:00,95
20161116-23:00,110
20161117-0:00,124
20161117-1:00,154
20161117-2:00,160
20161117-3:00,156
20161117-4:00,147
20161117-5:00,104
20161117-6:00,89
20161117-7:00,81
20161117-8:00,84
20161117-9:00,89
20161117-10:00,86
20161117-11:00,57
20161117-12:00,88
20161117-13:00,112
20161117-14:00,121
20161117-15:00,100
20161117-16:00,111
20161117-17:00,137
20161117-18:00,113
20161117-19:00,130
20161117-20:00,112
20161117-21:00,119
20161117-22:00,107
20161117-23:00,94
20161118-0:00,69
